L7	IL7	IL41	IL46	IL59	IL65	IL68	IL77	IL139	IL148	IL157	IL159	IL167	IL170	IL174	IL181	IL184	IL185	IL186	IL10	IL24	IL42	IL48	IL54	IL62	IL70	IL72	IL81	IL84	IL85	IL92	IL94	IL96	IL98	IL111	IL112	IL114	IL143	IL144	IL146	IL151	IL162	IL187	IL188	IL5	IL6	IL30	IL36	IL39	IL51	IL53	IL69	IL82	IL93	IL103	IL105	IL122	IL126	IL128	IL129	IL134	IL149	IL154	IL164	IL168	IL177	IL178	IL179	IL180	IL189	IL15	IL21	IL28	IL33	IL50	IL56	IL74	IL88	IL107	IL117	IL131	IL132	IL135	IL137	IL138	IL150	IL152	IL155	IL161	IL173	IL3	IL16	IL19	IL26	IL31	IL32	IL55	IL60	IL64	IL66	IL67	IL76	IL83	IL87	IL95	IL99	IL110	IL119	IL136	IL141	IL166	IL175	IL176	IL182	IL8	IL13	IL20	IL27	IL34	IL47	IL57	IL58	IL61	IL71	IL86	IL100	IL106	IL108	IL109	IL113	IL115	IL118	IL120	IL125	IL130	IL133	IL142	IL158	IL165	IL172	IL11	IL12	IL22	IL29	IL45	IL52	IL80	IL89	IL101	IL123	IL147	IL153	IL156	IL160	IL163	IL171	IL183	IL190	IL2	IL9	IL14	IL17	IL18	IL23	IL35	IL37	IL38	IL40	IL43	IL44	IL63	IL75	IL78	IL79	IL90	IL91	IL102	IL104	IL116	IL124	IL127	IL140	IL4	IL49	IL73	IL97	IL121	IL145	IL169
Streptococcus sp001556435	384.602	1098.1	0	49.1233	293.944	98.6069	183.37	1200.27	106.921	63.6425	736	962.218	1009.09	457.861	488.827	326.616	789.574	71.9944	11.4044	18.3133	0	279.619	173.399	142.081	118.947	305.073	97.9072	163.884	240.382	51.5324	24.4419	165.279	786.944	497.995	17.7678	467.394	19.4145	202.385	304.009	630.512	0	0	53.5469	111.23	21.3875	78.4492	0	25.4438	41.2242	115.715	234.724	229.164	51.7433	101.074	44.6829	130.207	498.61	7.23867	0	126.098	187.645	189.075	383.386	108.181	147.576	83.8555	102.209	50.1113	481.547	408.103	770.013	320.899	60.7178	21.3693	292.105	3.99214	1247.07	1003.94	6.90818	158.814	326.215	7.57	128.817	79.164	142.657	119.245	118.473	0	1580.25	34.025	131.567	48.076	775.686	189.444	63.6262	31.6915	431.389	256.713	103.188	6.94818	20.79	24.0915	33.6269	124.809	197.045	0	174.958	160.649	158.215	17.0536	0	34.2307	140.312	89.1267	121.277	22.727	19.9389	9.81889	163.392	151.156	233.526	57.7791	33.232	234.842	72.1927	121.192	125.78	360.623	154.147	0	1609.42	83.7145	178.317	143.203	0	251.748	36.898	29.3836	22.992	603.653	1062.07	10.3848	469.016	799.433	108.952	1865.41	1027.63	1227.17	427.24	860.102	486.836	586.22	538.029	1077.14	533.397	753.54	310.602	45.6243	683.871	153.925	1185.69	342.843	53.0079	0	484.372	29.7182	1031.82	235.915	271.356	80.4743	144.394	697.178	98.9846	104.26	672.715	468.305	14.0811	70.865	70.6936	923.723	9.27259	0	0	0	0	0	0	0
Gemella sp002871655	12.3764	61.2113	0	0	19.4527	3.5	40.3387	38.5873	12.3253	9.831	9.36867	20.6533	27.7	12.9867	9.24867	20.0233	81.8073	7.8875	0	0	0	16.4982	14.265	206.806	15.502	24.8258	39.5909	62.0064	65.3627	7.723	9.618	73.6582	0	30.8009	0	19.7864	11.224	32.6655	34.1042	104.12	15.389	0	37.0764	7.34667	0	13.6221	0	0	0	0	18.0643	7.39429	5.54182	9.435	0	5.20417	10.3115	0	0	0	6.45538	21.5179	12.2269	16.2821	19.38	4.68077	12.0429	9.31643	17.5979	0	43.5063	37.9823	1.963	0	4.525	0	5.7875	0	0	0	4.343	0	0	0	0	10.0405	2.77364	0	3.59813	47.6753	708.877	39.238	0	48.7765	28.9571	7.536	17.1717	13.4848	17.8946	4.726	29.7235	38.1947	15.7912	6.97941	6.48462	0	6.9725	5.6125	11.7296	11.905	3.74176	10.4896	23.354	44.3621	329.489	16.2117	0	6.512	187.567	28.165	44.8238	466.175	0	14.0079	12.2436	34.7408	38.7608	42.8685	10.8933	0	10.27	76.1186	9.25692	45.4129	0	19.1736	9.29857	29.3377	20.875	38.9894	10.3142	0	88.0138	93.4026	4.122	31.9371	27.3924	111.624	19.5855	23.9771	25.203	35.4032	151.889	27.4224	45.84	156.195	11.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella tobetsuensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.64	18.9784	0	112.728	161.38	173.225	53.678	251.029	349.007	282.04	186.889	31.174	25.3935	78.95	0	359.074	14.2055	277.429	9.22937	433.15	418.484	633.561	6.17867	0	31.119	23.2311	20.8815	9.75812	0	5.78182	9.26353	0	159.995	145.554	43.726	19.44	13.4922	29.883	54.5906	5.854	0	11.4553	42.2895	46.6645	52.456	16.2233	88.0035	20.4255	11.3782	0	55.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.6954	277.974	135.484	895.841	225.652	26.2196	57.2179	729.948	117.517	129.755	9.18636	34.0936	40.2596	65.3544	365.784	232.749	0	125.232	105.715	194.555	9.60318	0	65.3548	178.697	190.21	857.174	21.4814	80.5409	22.3624	965.985	317.037	1093.71	259.395	10.65	444.845	793.047	203.451	474.291	652.165	615.175	11.455	1128.09	359.86	48.3573	221.491	8.75091	419.876	317.506	24.4573	21.8441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.8941	38.6659	71.2684	0	5.328	0	48.946	11.4078	77.6737	13.7117	139.292	15.8675	0	88.8293	121.151	0	135.185	87.72	8.40636	0	648.779	66.781	0	0	0	0	0	0	0	0
Granulicatella sp001058355	46.9038	250.334	0	20.8608	207.864	64.7831	257.074	549.78	203.911	31.1864	103.388	303.068	674.675	179.185	242.017	898.002	173.532	10.1167	5.54182	58.855	0	237.582	469.188	207.852	100.483	351.618	389.095	301.148	350.81	47.2725	97.1792	353.016	7.28333	602.633	24.6058	298.455	7.85909	651.421	745.797	94.7483	8.70833	0	43.3692	57.4488	0	48.9694	0	8.42875	12.9431	4.61818	121.005	101.835	41.7982	29.8937	26.7412	86.2053	337.138	0	0	6.81917	162.389	183.909	169.208	104.673	231.862	73.5422	70.1656	30.8425	290.036	219.238	274.083	124.575	47.2393	3.90222	35.3657	0	695.305	21.1575	0	11.7414	108.253	3.65889	29.3971	21.7653	62.7069	41.386	63.5419	0	442.677	110.047	978.095	454.199	37.3228	112.425	54.6595	127.425	280.911	181.117	535.63	30.9747	166.916	167.541	230.107	84.6763	207.147	0	133.437	147.164	348.443	30.4658	3.41667	214.684	378.651	107.251	165.478	0	0	0	177.505	161.303	238.027	91.5758	39.2344	117.515	157.218	135.503	112.927	133.273	136.058	0	60.6792	238.969	46.2192	179.683	0	131.078	92.5042	0	0	350.129	33.4776	0	196.951	413.688	19.4159	301.408	581.82	472.338	274.601	260.608	367.794	489.986	91.085	493.668	191.524	217.162	148.819	5.83067	157.338	121.531	232.002	9.9925	6.1225	0	278.64	21.2737	185.552	80.9876	288.249	90.9488	30.3306	291.568	151.862	32.3147	186.941	202.122	6.18	30.5794	101.691	4.48923	0	0	0	0	0	0	0	0
Dorea_A sp900550865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.29533	4.4065	0	0	24.8204	0	0	1.68857	0	0	0	2.9825	15.3675	0	0	0	0	0	2.71818	0	9.49435	0	3.28167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haemophilus_D parainfluenzae_N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297.471	34.53	19.7653	1814.53	94.7429	27.3135	102.349	87.8778	63.5511	977.457	29.9945	160.067	208.483	147.116	130.881	61.1217	0	46.9128	81.1183	529.513	7.77385	5.42417	36.0322	712.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2906.05	2264.93	0	567.417	1075	615.182	1447.57	607.793	859.048	940.156	1213.11	671.745	2055.3	3475.96	671.928	2300.32	2945.29	328.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Anaerobutyricum soehngenii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.30115	5.06083	0	0	56.1642	0	0	0	0	0	0	0	38.1477	0	0	0	0	0	0	0	10.291	0	5.81538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.49273	0	0	0	0	0	0	11.0377	0	0	6.19615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus parasanguinis_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857.798	213.207	461.395	81.51	45.2728	157.982	4.87667	1192.22	289.076	7.10929	443.011	572.958	9.93176	190.463	131.995	217.207	166.592	174.319	0	963.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472.64	77.9967	0	194.092	446.209	0	326.658	796.594	451.776	373.577	202.952	372.242	445.879	197.956	719.016	199.611	242.101	148.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pauljensenia marseillensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99333	0	7.89063	0	4.3625	0	0	15.6075	12.7823	8.62682	5.96214	7.17154	7.66632	61.0279	0	0	4.07778	15.2875	16.7642	12.5705	10.8578	10.7714	8.55647	7.99895	7.5505	16.8345	21.2956	39.1927	16.4	0	0	16.0133	0	66.257	0	0	0	10.224	0	0	4.59111	8.12	9.84778	7.43222	0	46.991	26.5072	78.8739	50.4694	5.54786	16.1433	8.10941	11.0083	37.585	36.7861	30.1172	8.42312	22.8344	24.7117	31.0928	13.5122	30.4894	0	13.08	18.8317	88.7833	13.6206	0	26.875	94.7156	80.6543	192.689	12.3805	15.2084	13.4206	73.0248	220.667	108.478	51.189	12.3353	102.912	143.152	156.023	75.4733	100.999	194.696	7.021	249.005	141.449	12.4947	152.867	0	84.2224	81.2433	54.8057	21.7616	13.0267	5.93667	0	55.5156	18.9311	0	51.8778	22.49	128.854	10.9667	70.6911	13.8022	24.0156	41.4544	17.94	64.17	42.09	0	7.06111	60.6589	81.792	76.0735	0	6.11778	0	42.3538	15.3485	69.6627	18.243	93.4033	32.0573	16.9822	57.4727	66.25	15.7422	63.95	54.7608	6.94111	20.075	105.239	0	0	0	0	0	0	0	0	0
Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3293	104.589	9.38647	0	6.538	8.59727	11.9213	10.4487	9.85412	10.0613	6.87556	145.986	264.259	11.3864	9.81188	12.1264	0	14.8812	9.80312	10.6107	6.60111	0	6.62643	10.8883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Senegalimassilia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.615	0	0	0	7.7875	0	0	0	0	0	0	0	4.89687	0	0	0	0	0	0	0	3.91333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella elegans	10.7954	20.1507	0	8.40308	31.4107	13.098	18.876	44.3213	20.8969	0	13.3273	28.9307	43.4113	15.9814	20.8479	63.56	50.988	0	9.542	11.3267	0	35.4633	59.4355	104.135	22.5795	88.9447	31.2206	67.7145	52.9325	18.17	12.1157	41.3679	0	97.0558	10.7853	29.68	27.9726	62.9806	92.521	25.2244	10.1227	0	17.3867	18.0776	0	116.358	0	5.6348	4.99955	0	144.403	29.1351	14.1262	16.619	7.40455	15.9351	22.4528	0	0	4.73167	56.5163	82.8988	107.34	40.1548	241.074	44.7205	104.235	81.182	96.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.6883	511.351	199.777	10.6747	26.4391	73.1028	22.4132	45.5538	18.9066	58.9023	8.171	46.2358	55.0793	79.678	15.4591	26.4233	0	20.9686	18.9364	88.1207	18.8103	2.97938	45.0302	119.41	47.9267	68.954	8.5005	7.01065	9.19077	48.911	75.7707	34.5561	114.71	6.57667	42.0207	48.7785	39.2134	31.177	22.8711	50.2322	0	41.1966	70.0255	21.1398	57.752	0	20.7074	18.9278	23.7107	15.9905	66.9269	14.2373	0	74.6623	158.557	9.74167	90.4423	171.909	178.772	61.5523	75.8662	73.1423	160.039	124.155	229.23	67.8292	192.065	47.2369	6.38889	20.0837	16.9047	29.4672	7.25727	6.27538	0	31.8359	0	20.1529	42.3394	33.84	12.005	9.71067	34.1394	18.3244	8.39538	23.9018	46.0519	0	9.84857	53.4679	0	0	0	0	0	0	0	0	0
Streptococcus rubneri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.65529	18.055	0	73.5921	105.281	178.422	40.6596	104.472	83.8217	139.613	169.149	26.2678	33.9854	95.4931	56.3174	164.04	29.8569	101.364	61.5648	143.062	185.602	54.3483	11.8038	0	37.571	42.4762	7.62344	34.7169	0	11.0078	14.3957	7.87609	136.951	97.3536	48.2449	29.8844	19.2717	80.4505	236.381	5.31741	0	9.81698	106.594	167.131	261.114	78.4751	210.544	58.7145	54.7798	29.3478	386.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.9075	344.38	193.628	68.1518	97.786	30.6918	106.907	228.22	82.491	532.489	12.67	58.2982	65.5042	104.307	68.2555	94.7064	0	66.112	46.4836	235.945	21.3727	0	128.51	294.026	253.099	338.313	30.8472	16.8491	15.548	399.561	517.552	551.065	303.57	33.3039	134.798	256.517	358.335	280.039	287.131	270.408	7.10024	97.8766	436.283	45.8255	352.018	4.14043	372.58	142.752	76.4264	48.58	0	0	0	0	255.859	24.3129	0	0	0	0	0	0	0	0	254.468	0	0	0	24.2838	116.815	120.191	194.099	37.0352	10.6943	0	116.612	38.2019	188.18	54.7831	181.21	55.3703	48.1315	137.277	121.019	45.5293	149.998	174.94	9.51273	45.0006	190.853	11.9472	10.8875	0	0	0	0	0	0	0
Streptococcus sinensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0915	21.6696	5.22625	0	2.29	15.3234	16.6517	14.5232	19.2873	0	17.0565	12.7346	12.425	15.5367	16.1916	16.2345	0	15.304	18.3861	9.2	12.3157	0	7.99276	9.63571	7.85692	5.46133	4.51462	0	0	3.52	2.47111	0	4.49909	2.551	5.31	0	0	0	3.51636	2.29333	0	3.89818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia marmotae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6007	0	0	1090.63	17.412	0	0	185.966	0	408.757	59.5109	0	213.089	7.00385	0	96.9529	0	9.93364	0	0	5.87667	29.3307	338.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAG-83 sp001916855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.94917	0	0	0	6.42938	0	0	2.39818	0	0	0	2.49667	3.22214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58762	0	0	2.58923	0	2.73333	0	0	0	0	0	13.5647	0	0	0	0	0	0	0	0	0	0	0	0
Limosilactobacillus vaginalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85167	3.451	2.91	0	0	0	2.43571	0	2.15875	0	3.84146	1.71667	0	2.955	2.95806	0	2.59333	2.59083	0	0	0	0	0	0	0	0	0	0	0	0
Granulicatella sp001071995	26.7786	119.4	0	13.531	107.386	37.0404	128.557	294.937	97.7135	28.7	58.8609	162.179	311.87	86.4136	135.104	438.992	99.167	7.854	9.21667	87.9946	0	348.652	703.497	295.991	153.628	442.506	544.976	469.583	531.838	57.9146	144.192	531.628	11.3255	863.272	42.4992	426.828	12.3045	910.793	1077.33	139.106	14.8255	0	64.9046	37.6023	0	30.0348	0	8.13538	11.278	4.0525	90.5655	78.4948	34.6145	25.7838	19.2995	59.4836	288.833	0	0	6.62571	140.54	158.457	122.428	85.2005	166.368	48.7368	50.619	16.701	218.971	161.246	196.044	100.381	38.7256	3.21667	26.1525	0	597.636	16.4694	0	11.9988	98.9624	0	25.3289	20.2382	67.8205	40.61	61.7045	0	365.184	66.0669	555.025	300.851	32.405	79.5136	39.657	75.3633	198.716	144.387	299.48	22.6008	98.467	109.978	155.366	69.1404	154.401	0	96.6217	112.776	240.908	24.3258	2.43667	148.751	268.156	80.1244	122.741	0	0	0	130.78	100.407	179.618	48.5091	0	77.1891	110.94	0	71.4489	83.479	91.253	0	34.55	162.197	37.32	125.387	0	79.1467	54.247	0	0	113.34	13.3735	0	61.8815	125.913	10.4491	107.01	193.195	148.534	88.2458	94.8746	124.329	162.901	36.3179	159.376	68.206	75.2432	51.2385	7.42786	143.709	111.662	227.12	10.8341	6.43333	0	272.366	19.9456	179.305	79.4589	275.103	85.3116	33.2589	270.971	146.027	31.8863	174.081	208.059	5.69437	32.5212	91.2511	5.45462	4.67833	0	0	0	0	0	0	0
Faecalibacterium prausnitzii_E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.66765	0	0	0	6.47526	0	0	0	0	0	0	0	5.02765	0	0	0	0	0	0	0	4.49933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospira sp000436475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.1443	0	0	0	0	0	0	0	17.7485	0	0	0	0	0	0	0	7.61667	0	0	3.58261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus mitis_BG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.619	0	52.3946	121.694	134.684	26.1	164.456	124.043	229.729	207.293	38.2627	31.7031	111.886	65.9708	244.496	42.7729	120.73	7.142	144.295	215.919	38.7	0	0	23.9342	66.3667	0	38.8693	0	8.84533	14.0208	0	232.274	106.551	47.6406	24.3914	26.3173	119.199	0	0	0	0	147.167	145.215	246.551	93.8387	341.049	86.31	49.082	17.68	250.666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.986	1692.46	241.33	11.7109	115.229	34.5792	59.355	237.478	40.6977	165.706	16.9591	158.2	172.188	80.5146	58.2123	81.9815	0	40.2692	26.5875	313.089	18.2423	0	181.701	393.375	289.116	556.561	40.6656	35.9695	23.7176	570.256	515.094	672.604	186.214	32.4167	347.012	454.981	411.212	421.174	471.803	608.689	0	254.52	520.102	69.7437	304.232	0	225.337	237.755	67.4116	47.5105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.923	0	122.344	0	0	0	118.712	0	128.575	0	123.47	42.484	0	140.527	71.4611	0	0	131.851	0	0	347.223	5.60091	0	0	0	0	0	0	0	0
Abiotrophia sp001815865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.8693	0	0	0	4.334	0	0	0	0	0	0	0	0	0	0	4.83	0	0	0	0	7.655	0	21.5548	0	7.35789	6.21571	6.311	14.045	13.9865	7.49053	8.33432	5.11231	7.00588	6.41484	0	0	3.43167	35.0598	31.5517	33.5555	26.302	68.621	26.3968	29.234	26.5333	52.0035	6.19187	470.812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.8227	78.3367	106.572	7.64742	26.7443	16.533	12.882	51.5351	12.264	31.1071	8.06469	19.6772	24.7717	49.3403	16.9553	13.783	0	10.25	9.36641	133.845	18.2327	7.91087	115.695	241.799	13.414	159.229	6.20774	5.09667	6.73833	29.6838	36.7987	52.2595	30.2317	5.69	9.23476	18.9576	23.8342	56.2809	46.7839	29.9222	1.516	14.3649	98.4872	10.6409	25.4675	0	21.793	13.1171	11.4978	7.23775	155.109	23.978	0	400.798	158.779	9.93441	319.407	386.178	795.392	198.153	399.696	133.258	347.995	129.577	345.947	482.726	150.238	67.9202	10.395	11.65	7.39333	14.9404	0	0	0	18.3977	0	11.4477	17.4091	7.74778	11.633	8.4025	9.64517	6.87583	7.06083	13.5892	31.5944	0	7.33385	24.9752	4.15364	0	0	0	0	0	0	0	0
Hornefia minuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61667	0	0	0	0	1.69778	0	0	0	0	0	0	0	0	0	0	0	0	1.91111	0	0	3.12667	2.275	2.57273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prevotella rara	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141.527	8.38352	0	0	8.02043	7.5571	0	330.075	250.255	0	261.656	3.491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
